Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
STUD2290,26,Non-binary,Postgraduate,Arts,Yes,8,3,No,History,Intermediate,4,No,1,Medium,No,Positive,No,Oceania,No
STUD2330,26,Prefer not to say,High School,Business,Yes,4,2,Yes,Economics,Advanced,4,Yes,5,Medium,No,Neutral,Yes,Oceania,No
STUD2341,26,Prefer not to say,Postgraduate,Medicine,Yes,2,2,No,Biology,Beginner,3,Yes,2,High,Yes,Positive,Yes,Oceania,Yes
STUD2342,26,Prefer not to say,High School,Law,No,4,3,Yes,Computer Science,Advanced,1,No,5,Medium,Yes,Neutral,Yes,Oceania,No
STUD2344,26,Female,Undergraduate,Medicine,No,7,1,No,History,Intermediate,4,Yes,1,Medium,Yes,Positive,No,Asia,No
STUD2345,26,Non-binary,High School,Science,Yes,8,2,Yes,Computer Science,Advanced,2,Yes,5,High,Yes,Negative,Yes,North America,Yes
STUD2356,26,Female,Undergraduate,Engineering,No,2,3,No,Biology,Beginner,4,Yes,1,Low,Yes,Positive,No,Asia,Yes
STUD2365,26,Non-binary,High School,Arts,Yes,2,1,No,Computer Science,Beginner,4,No,3,Medium,No,Negative,Yes,Africa,No
STUD2370,26,Male,High School,Business,No,1,4,No,Biology,Beginner,1,Yes,3,Low,No,Negative,Yes,Asia,No
STUD2376,26,Non-binary,High School,Science,Yes,0,1,Yes,Art,Advanced,3,Yes,3,High,No,Negative,No,Africa,Yes
STUD2437,26,Male,Postgraduate,Science,No,3,2,No,Computer Science,Beginner,5,Yes,5,Low,Yes,Negative,Yes,North America,Yes
STUD2460,26,Male,High School,Science,Yes,9,1,Yes,Economics,Beginner,2,No,5,Low,No,Positive,Yes,Europe,No
STUD2474,26,Non-binary,Postgraduate,Medicine,Yes,5,4,Yes,Art,Beginner,1,Yes,4,Medium,No,Positive,Yes,South America,Yes
STUD2479,26,Male,Undergraduate,Law,Yes,2,1,Yes,Physics,Beginner,2,No,4,Low,No,Positive,No,Oceania,Yes
STUD2512,26,Prefer not to say,High School,Education,Yes,5,5,Yes,Computer Science,Advanced,3,No,1,Low,No,Negative,No,Europe,No
STUD2516,26,Male,High School,Engineering,No,1,1,Yes,Economics,Advanced,5,No,1,High,No,Negative,Yes,South America,Yes
STUD2528,26,Male,Postgraduate,Arts,No,4,2,Yes,Computer Science,Advanced,3,No,3,High,No,Positive,Yes,Oceania,No
STUD2561,26,Male,Postgraduate,Education,No,1,5,No,Physics,Advanced,1,No,3,High,Yes,Neutral,Yes,Europe,Yes
STUD2577,26,Prefer not to say,Undergraduate,Law,No,3,2,No,Economics,Intermediate,3,Yes,4,Low,Yes,Positive,Yes,North America,No
STUD2598,26,Male,Postgraduate,Science,Yes,8,3,No,Math,Beginner,3,No,1,Low,No,Neutral,Yes,South America,Yes
STUD2619,26,Female,Postgraduate,Medicine,No,10,4,Yes,Physics,Beginner,5,No,4,Low,No,Negative,No,Africa,No
STUD2631,26,Non-binary,Postgraduate,Law,Yes,6,3,Yes,Computer Science,Advanced,2,Yes,5,Medium,No,Positive,Yes,Europe,Yes
STUD2636,26,Male,High School,Engineering,Yes,3,4,No,Art,Intermediate,5,No,2,Low,No,Positive,Yes,Africa,No
STUD2639,26,Male,High School,Medicine,No,2,2,Yes,Art,Beginner,4,Yes,3,Medium,Yes,Positive,Yes,South America,Yes
STUD2651,26,Female,Undergraduate,Medicine,Yes,2,5,Yes,Physics,Beginner,1,No,1,Low,No,Neutral,Yes,South America,Yes
STUD2664,26,Non-binary,High School,Medicine,No,7,5,Yes,Physics,Advanced,4,No,2,Medium,Yes,Neutral,Yes,Oceania,No
STUD2671,26,Non-binary,Undergraduate,Law,No,9,1,Yes,Computer Science,Intermediate,2,No,5,High,Yes,Negative,Yes,North America,No
STUD2674,26,Female,Undergraduate,Business,No,7,1,No,Physics,Beginner,4,No,2,Low,No,Positive,No,South America,Yes
STUD2692,26,Female,High School,Business,No,8,3,Yes,History,Advanced,5,No,5,Medium,Yes,Negative,No,South America,No
STUD2697,26,Non-binary,Postgraduate,Law,No,9,3,No,Economics,Intermediate,3,No,1,Low,No,Neutral,No,North America,No
STUD2705,26,Female,High School,Science,Yes,2,1,Yes,Art,Advanced,3,Yes,5,High,No,Positive,Yes,Europe,No
STUD2772,26,Prefer not to say,Postgraduate,Education,No,7,1,Yes,Economics,Beginner,1,No,2,Medium,Yes,Neutral,Yes,Asia,No
STUD2806,26,Prefer not to say,Postgraduate,Engineering,Yes,3,5,No,Art,Intermediate,5,No,2,High,No,Positive,Yes,Oceania,No
STUD2822,26,Female,Undergraduate,Engineering,Yes,1,5,Yes,Economics,Beginner,4,Yes,3,High,Yes,Negative,Yes,South America,Yes
STUD2877,26,Male,Postgraduate,Medicine,Yes,2,2,Yes,Physics,Intermediate,4,No,2,High,No,Negative,No,South America,Yes
STUD2891,26,Non-binary,Undergraduate,Science,No,7,4,Yes,Physics,Beginner,4,No,1,Low,Yes,Negative,No,Oceania,No
STUD2930,26,Non-binary,Undergraduate,Business,No,6,4,No,Math,Advanced,3,No,2,Medium,No,Positive,No,Oceania,No
STUD2949,26,Female,Undergraduate,Education,No,9,1,No,Physics,Beginner,3,No,1,Low,No,Neutral,Yes,Asia,No
STUD2967,26,Female,Undergraduate,Law,Yes,10,3,Yes,Computer Science,Advanced,2,Yes,2,Medium,No,Positive,Yes,Asia,No
STUD3016,26,Male,High School,Medicine,Yes,3,4,No,History,Advanced,4,Yes,5,High,Yes,Negative,No,South America,No
STUD3063,26,Prefer not to say,High School,Education,No,3,2,Yes,History,Intermediate,1,No,1,High,No,Neutral,No,Africa,Yes
STUD3104,26,Male,Undergraduate,Education,Yes,6,3,No,History,Beginner,3,No,2,Medium,No,Neutral,Yes,North America,No
STUD3142,26,Female,High School,Business,No,6,2,No,Economics,Intermediate,5,Yes,5,Low,No,Positive,Yes,Europe,Yes
STUD3152,26,Prefer not to say,Undergraduate,Engineering,Yes,8,4,Yes,Biology,Advanced,3,Yes,3,Medium,No,Positive,No,North America,Yes
STUD3166,26,Non-binary,High School,Medicine,No,3,2,Yes,Math,Intermediate,5,No,2,High,No,Positive,Yes,Africa,Yes
STUD3175,26,Prefer not to say,Postgraduate,Business,Yes,6,2,No,Physics,Beginner,3,Yes,1,Medium,Yes,Negative,Yes,South America,No
STUD3178,26,Female,High School,Medicine,No,2,3,No,Math,Beginner,1,Yes,2,Medium,No,Negative,No,Europe,Yes
STUD3197,26,Male,Undergraduate,Education,No,5,1,Yes,Biology,Advanced,3,No,1,Low,No,Negative,No,Africa,Yes
STUD3200,26,Female,Undergraduate,Arts,Yes,2,5,No,Economics,Intermediate,2,Yes,3,Low,No,Neutral,No,Africa,No
STUD3211,26,Non-binary,High School,Law,No,9,4,No,Economics,Intermediate,3,No,3,Low,No,Positive,No,Africa,Yes
STUD3219,26,Non-binary,High School,Engineering,Yes,1,1,Yes,Physics,Advanced,2,No,2,Low,No,Neutral,Yes,Oceania,No
STUD3232,26,Male,Undergraduate,Engineering,Yes,8,1,Yes,Biology,Beginner,5,No,5,High,Yes,Neutral,Yes,North America,Yes
STUD3247,26,Female,Undergraduate,Medicine,Yes,2,4,Yes,Art,Advanced,3,Yes,5,Low,Yes,Neutral,No,South America,Yes
STUD3253,26,Prefer not to say,Undergraduate,Business,No,10,5,No,Economics,Advanced,3,No,1,Low,No,Negative,Yes,Africa,No
STUD3258,26,Male,Postgraduate,Education,No,6,5,Yes,History,Advanced,2,Yes,1,Low,Yes,Negative,Yes,Europe,Yes
STUD3315,26,Female,Postgraduate,Engineering,No,4,4,Yes,Physics,Advanced,4,No,4,Medium,No,Neutral,No,Oceania,Yes
STUD3321,26,Prefer not to say,Postgraduate,Science,Yes,10,5,No,History,Advanced,2,No,4,Medium,No,Negative,Yes,Oceania,Yes
STUD3328,26,Female,High School,Medicine,Yes,9,4,Yes,Computer Science,Advanced,1,Yes,3,High,Yes,Neutral,Yes,Africa,Yes
STUD3378,26,Non-binary,Postgraduate,Education,No,8,4,Yes,Physics,Intermediate,4,No,3,Medium,No,Positive,No,Africa,Yes
STUD3389,26,Male,Undergraduate,Engineering,No,5,4,No,Biology,Intermediate,4,No,1,High,Yes,Negative,No,Europe,Yes
STUD3394,26,Female,Postgraduate,Education,No,0,3,Yes,History,Intermediate,4,Yes,3,High,Yes,Neutral,No,Africa,No
STUD3420,26,Female,Undergraduate,Business,No,4,5,Yes,Art,Intermediate,3,Yes,3,Low,No,Neutral,No,North America,Yes
STUD3422,26,Male,High School,Medicine,Yes,1,3,Yes,Math,Beginner,4,No,4,Low,No,Neutral,No,South America,Yes
STUD3501,26,Prefer not to say,Postgraduate,Education,No,3,4,Yes,Art,Advanced,4,Yes,5,High,Yes,Neutral,No,Europe,No
STUD3508,26,Non-binary,Postgraduate,Arts,Yes,9,1,No,History,Advanced,5,No,2,Medium,Yes,Neutral,No,Europe,Yes
STUD3543,26,Male,Postgraduate,Law,No,1,5,No,Computer Science,Beginner,3,No,1,Medium,No,Negative,No,Asia,No
STUD3562,26,Female,Postgraduate,Business,Yes,2,5,No,Biology,Intermediate,3,No,2,High,No,Positive,No,South America,No
STUD3567,26,Male,Postgraduate,Education,No,1,2,Yes,Computer Science,Beginner,3,No,3,High,Yes,Negative,No,Africa,No
STUD3573,26,Prefer not to say,High School,Engineering,Yes,5,3,No,Math,Intermediate,1,Yes,3,Medium,Yes,Positive,Yes,Asia,No
STUD3604,26,Non-binary,Postgraduate,Engineering,Yes,2,5,No,Physics,Beginner,5,No,3,High,No,Negative,No,South America,No
STUD3631,26,Non-binary,High School,Engineering,Yes,1,4,No,History,Beginner,1,Yes,5,High,Yes,Negative,No,South America,No
STUD3643,26,Prefer not to say,Postgraduate,Business,Yes,9,2,Yes,History,Intermediate,5,No,4,Medium,No,Positive,No,South America,Yes
STUD3645,26,Non-binary,Undergraduate,Business,Yes,7,3,Yes,History,Advanced,1,No,2,Medium,Yes,Positive,Yes,Europe,Yes
STUD3712,26,Prefer not to say,Postgraduate,Medicine,Yes,3,2,No,Art,Advanced,3,No,2,Low,Yes,Negative,Yes,Asia,Yes
STUD3763,26,Non-binary,High School,Law,No,7,2,No,Computer Science,Intermediate,3,Yes,1,Medium,Yes,Neutral,Yes,Oceania,No
STUD3778,26,Prefer not to say,Undergraduate,Medicine,No,4,3,No,History,Advanced,3,No,5,Low,Yes,Negative,No,North America,Yes
STUD3793,26,Male,High School,Business,No,0,5,Yes,Math,Beginner,4,No,2,Low,No,Positive,Yes,Europe,No
STUD3820,26,Female,Undergraduate,Engineering,Yes,10,2,Yes,Art,Beginner,3,No,4,Low,Yes,Negative,No,Oceania,No
STUD3831,26,Female,High School,Science,No,4,3,Yes,Economics,Beginner,1,No,3,High,Yes,Positive,Yes,Europe,No
STUD3841,26,Female,High School,Science,Yes,6,5,No,Computer Science,Beginner,5,Yes,5,High,No,Positive,No,South America,No
STUD3848,26,Prefer not to say,High School,Medicine,Yes,10,5,Yes,Biology,Advanced,5,No,1,High,No,Negative,No,Europe,No
STUD3864,26,Non-binary,High School,Law,Yes,5,3,Yes,Economics,Intermediate,1,Yes,3,Low,No,Negative,Yes,South America,Yes
STUD3892,26,Non-binary,Postgraduate,Medicine,Yes,5,5,Yes,Math,Advanced,5,Yes,3,Low,No,Positive,Yes,Europe,No
STUD3937,26,Female,Postgraduate,Law,Yes,10,5,No,Biology,Beginner,1,No,3,High,No,Neutral,Yes,Africa,Yes
STUD3970,26,Female,Postgraduate,Education,No,8,3,Yes,Economics,Beginner,1,Yes,1,Medium,Yes,Negative,Yes,Africa,Yes
STUD3984,26,Female,Undergraduate,Engineering,No,8,2,Yes,Physics,Advanced,4,No,3,Low,No,Positive,Yes,Asia,No
STUD4002,26,Non-binary,Undergraduate,Law,Yes,3,3,Yes,History,Beginner,2,No,5,High,Yes,Neutral,No,South America,Yes
STUD4008,26,Non-binary,High School,Law,Yes,1,4,No,Computer Science,Beginner,1,No,3,Medium,Yes,Positive,No,Europe,No
STUD4009,26,Prefer not to say,Postgraduate,Medicine,Yes,4,5,Yes,Physics,Advanced,5,Yes,3,High,Yes,Neutral,No,Africa,No
STUD4040,26,Non-binary,High School,Law,Yes,3,5,Yes,Biology,Beginner,5,No,2,High,No,Neutral,No,North America,Yes
STUD4093,26,Male,High School,Business,Yes,0,3,Yes,Art,Intermediate,5,No,4,High,No,Neutral,Yes,South America,No
STUD4096,26,Female,High School,Law,Yes,2,3,Yes,Computer Science,Advanced,2,Yes,5,Medium,No,Positive,No,Asia,Yes
STUD4099,26,Prefer not to say,Undergraduate,Science,Yes,2,4,No,Economics,Advanced,2,No,2,High,No,Neutral,Yes,South America,Yes
STUD4109,26,Female,High School,Education,Yes,0,5,No,Biology,Beginner,3,Yes,4,High,Yes,Negative,No,South America,Yes
STUD4117,26,Prefer not to say,High School,Education,No,9,3,Yes,Physics,Advanced,1,No,2,Medium,No,Negative,Yes,Asia,Yes
STUD4122,26,Non-binary,Undergraduate,Business,Yes,1,2,Yes,Biology,Intermediate,3,No,5,Low,No,Negative,No,South America,No
STUD4134,26,Non-binary,High School,Business,No,9,5,Yes,Math,Beginner,4,Yes,1,Medium,No,Positive,Yes,Oceania,No
STUD4135,26,Non-binary,High School,Business,No,7,3,Yes,Economics,Intermediate,1,Yes,2,Medium,Yes,Neutral,Yes,North America,No
STUD4141,26,Male,Undergraduate,Education,Yes,1,5,Yes,Art,Intermediate,1,No,1,Medium,Yes,Negative,Yes,North America,Yes
STUD4142,26,Male,Undergraduate,Law,No,2,5,Yes,Computer Science,Intermediate,3,Yes,4,Low,Yes,Neutral,Yes,Oceania,Yes
STUD4152,26,Female,High School,Arts,Yes,6,3,Yes,Art,Intermediate,3,Yes,1,Medium,Yes,Positive,No,South America,Yes
STUD4210,26,Male,Postgraduate,Arts,No,3,4,No,Biology,Intermediate,4,Yes,1,Low,No,Positive,No,South America,Yes
STUD4213,26,Male,High School,Medicine,Yes,5,4,No,History,Intermediate,2,No,4,Low,No,Negative,Yes,South America,Yes
STUD4295,26,Non-binary,High School,Business,No,7,4,Yes,Art,Advanced,5,Yes,5,Low,No,Neutral,Yes,Europe,No
STUD4301,26,Female,Undergraduate,Business,No,2,5,Yes,Biology,Advanced,1,No,4,High,Yes,Negative,Yes,Asia,No
STUD4327,26,Prefer not to say,High School,Science,No,8,3,Yes,Math,Beginner,3,No,1,Low,No,Positive,No,Africa,No
STUD4363,26,Female,Undergraduate,Engineering,Yes,5,1,Yes,Physics,Beginner,5,No,5,High,Yes,Positive,Yes,Europe,Yes
STUD4386,26,Non-binary,Undergraduate,Business,Yes,7,3,No,Biology,Advanced,2,No,4,Low,No,Neutral,No,Oceania,Yes
STUD4412,26,Prefer not to say,Postgraduate,Engineering,No,10,4,No,Math,Beginner,3,Yes,1,High,Yes,Neutral,Yes,Asia,No
STUD4420,26,Female,Postgraduate,Education,No,0,1,Yes,Economics,Beginner,4,Yes,4,Low,No,Neutral,No,North America,No
STUD4430,26,Female,High School,Medicine,No,9,5,No,Biology,Intermediate,1,Yes,3,Medium,No,Positive,Yes,Africa,No
STUD4450,26,Male,High School,Arts,Yes,5,4,Yes,History,Intermediate,5,No,5,High,No,Positive,No,Asia,Yes
STUD4464,26,Non-binary,Undergraduate,Law,No,9,4,No,History,Advanced,1,Yes,1,High,Yes,Neutral,Yes,Asia,Yes
STUD4474,26,Non-binary,Postgraduate,Arts,Yes,8,4,No,Economics,Intermediate,4,No,2,Medium,No,Negative,Yes,Europe,No
STUD4475,26,Prefer not to say,High School,Medicine,No,7,1,No,History,Beginner,4,No,5,High,No,Positive,Yes,Oceania,No
STUD4531,26,Male,Undergraduate,Science,Yes,1,1,Yes,Biology,Advanced,3,No,4,Low,Yes,Positive,Yes,South America,Yes
STUD4568,26,Female,Postgraduate,Business,Yes,6,5,Yes,Computer Science,Advanced,3,Yes,3,High,Yes,Negative,No,Asia,Yes
STUD4585,26,Prefer not to say,High School,Law,Yes,4,1,No,Physics,Beginner,4,Yes,2,Medium,No,Negative,No,Africa,No
STUD4608,26,Female,High School,Medicine,No,3,5,Yes,Economics,Intermediate,1,No,2,High,No,Negative,No,South America,No
STUD4635,26,Male,Undergraduate,Law,No,7,1,Yes,Math,Advanced,2,No,5,Low,Yes,Positive,No,Europe,Yes
STUD4661,26,Female,Undergraduate,Science,Yes,9,1,Yes,Art,Intermediate,5,Yes,4,High,Yes,Negative,No,North America,No
STUD4692,26,Prefer not to say,Postgraduate,Education,No,5,2,No,History,Intermediate,4,Yes,3,High,No,Negative,No,South America,Yes
STUD4734,26,Male,Postgraduate,Education,No,0,5,No,Art,Beginner,3,Yes,5,Low,Yes,Negative,No,Asia,Yes
STUD4745,26,Non-binary,High School,Education,No,2,2,No,Biology,Advanced,3,No,4,High,No,Negative,No,North America,No
STUD4746,26,Non-binary,High School,Law,No,8,2,No,Biology,Intermediate,1,Yes,5,Medium,Yes,Positive,Yes,Asia,Yes
STUD4772,26,Male,High School,Medicine,Yes,9,5,Yes,History,Beginner,3,No,2,High,No,Neutral,Yes,South America,No
STUD4775,26,Male,High School,Education,No,2,4,No,Physics,Intermediate,2,No,2,Low,No,Negative,Yes,South America,No
STUD4776,26,Non-binary,High School,Business,Yes,6,5,Yes,Biology,Beginner,3,Yes,5,Medium,No,Positive,Yes,Europe,Yes
STUD4784,26,Male,Postgraduate,Arts,No,8,4,No,Biology,Beginner,3,Yes,4,Medium,Yes,Negative,Yes,Oceania,Yes
STUD4787,26,Female,Undergraduate,Arts,No,4,5,No,Physics,Intermediate,4,Yes,2,Medium,Yes,Positive,Yes,Europe,Yes
STUD4798,26,Female,Postgraduate,Arts,No,10,1,Yes,Art,Advanced,1,Yes,1,Medium,Yes,Positive,No,Oceania,No
STUD4800,26,Male,Postgraduate,Arts,No,0,4,No,Computer Science,Advanced,4,No,4,Medium,Yes,Positive,No,Africa,No
STUD4805,26,Prefer not to say,High School,Engineering,Yes,8,4,No,History,Advanced,5,Yes,2,Low,No,Positive,Yes,North America,Yes
STUD4822,26,Female,Postgraduate,Law,Yes,2,3,Yes,Computer Science,Advanced,3,No,4,Low,No,Neutral,No,Europe,Yes
STUD4899,26,Male,Postgraduate,Business,Yes,6,5,No,Math,Advanced,1,Yes,2,High,Yes,Neutral,Yes,Asia,No
STUD4907,26,Non-binary,Undergraduate,Science,No,2,5,Yes,Art,Intermediate,2,Yes,4,High,No,Neutral,No,North America,Yes
STUD4913,26,Male,High School,Engineering,No,6,3,No,Physics,Beginner,4,Yes,2,High,No,Positive,Yes,Asia,No
STUD4921,26,Female,Undergraduate,Engineering,Yes,2,2,Yes,Biology,Beginner,4,Yes,3,Low,Yes,Negative,Yes,South America,No
STUD4923,26,Non-binary,High School,Law,No,9,1,No,Math,Advanced,1,No,4,Medium,No,Neutral,No,Africa,No
STUD4958,26,Prefer not to say,Postgraduate,Engineering,Yes,6,5,Yes,Art,Beginner,3,Yes,3,High,Yes,Negative,Yes,Oceania,No
STUD4963,26,Male,Postgraduate,Engineering,No,8,3,No,Art,Advanced,4,No,1,High,Yes,Negative,Yes,Asia,No
STUD4991,26,Non-binary,Undergraduate,Education,No,8,2,No,Physics,Intermediate,2,Yes,5,High,Yes,Positive,No,South America,No
STUD0014,27,Female,Postgraduate,Business,No,9,5,No,Economics,Intermediate,3,No,3,Medium,No,Neutral,No,Oceania,No
STUD0023,27,Prefer not to say,High School,Arts,Yes,9,3,Yes,Biology,Advanced,1,No,5,High,No,Neutral,Yes,Africa,No
STUD0070,27,Non-binary,Postgraduate,Science,Yes,6,2,Yes,Physics,Advanced,1,No,1,Low,No,Positive,Yes,Africa,No
STUD0085,27,Prefer not to say,Postgraduate,Medicine,No,10,3,Yes,Computer Science,Intermediate,2,No,5,High,No,Neutral,Yes,Europe,No
STUD0113,27,Female,Postgraduate,Education,No,7,5,No,Biology,Intermediate,4,Yes,3,Low,Yes,Neutral,No,Asia,Yes
STUD0127,27,Male,Postgraduate,Engineering,No,8,2,No,Economics,Intermediate,1,No,5,Medium,No,Neutral,Yes,Oceania,No
STUD0148,27,Non-binary,Undergraduate,Education,Yes,7,3,Yes,Economics,Advanced,4,Yes,1,Low,No,Negative,No,Asia,No
STUD0161,27,Male,Postgraduate,Law,No,9,1,Yes,Biology,Beginner,5,No,1,Medium,Yes,Neutral,Yes,North America,No
STUD0185,27,Non-binary,Undergraduate,Science,No,3,4,No,Physics,Intermediate,4,No,3,High,No,Neutral,No,Africa,No
STUD0232,27,Prefer not to say,Undergraduate,Medicine,Yes,2,1,Yes,Computer Science,Advanced,1,No,1,High,No,Positive,Yes,Oceania,Yes
STUD0241,27,Female,High School,Science,No,0,1,Yes,History,Advanced,3,No,5,Medium,Yes,Negative,No,Europe,Yes
STUD0255,27,Prefer not to say,High School,Medicine,No,9,1,Yes,Computer Science,Advanced,2,Yes,2,Low,No,Positive,Yes,North America,No
STUD0275,27,Female,High School,Business,Yes,7,5,Yes,Art,Intermediate,4,No,2,Medium,Yes,Positive,Yes,Asia,Yes
STUD0302,27,Prefer not to say,Undergraduate,Arts,No,8,4,Yes,Biology,Advanced,1,No,5,High,No,Negative,Yes,Asia,Yes
STUD0303,27,Non-binary,Undergraduate,Business,No,9,3,Yes,Biology,Intermediate,5,No,5,High,Yes,Negative,Yes,Europe,No
STUD0324,27,Female,High School,Engineering,Yes,7,4,No,Physics,Beginner,1,No,4,Low,No,Neutral,No,North America,No
STUD0361,27,Female,Undergraduate,Arts,Yes,10,3,Yes,Biology,Advanced,2,Yes,5,High,Yes,Positive,Yes,North America,No
STUD0382,27,Female,Postgraduate,Medicine,Yes,1,1,Yes,Economics,Beginner,5,Yes,4,High,No,Neutral,No,Africa,Yes
STUD0389,27,Male,High School,Education,No,3,2,Yes,Computer Science,Intermediate,4,Yes,2,Medium,Yes,Neutral,No,Europe,Yes
STUD0413,27,Male,High School,Engineering,Yes,5,3,Yes,Economics,Intermediate,1,Yes,5,High,Yes,Neutral,Yes,South America,Yes
STUD0422,27,Female,Postgraduate,Law,No,1,3,Yes,Math,Beginner,1,Yes,4,Low,Yes,Neutral,No,North America,Yes
STUD0436,27,Female,Undergraduate,Education,Yes,2,2,No,Economics,Beginner,4,No,2,Medium,No,Negative,Yes,South America,No
STUD0441,27,Non-binary,Undergraduate,Science,No,7,5,Yes,Computer Science,Intermediate,5,Yes,3,Low,No,Negative,Yes,North America,Yes
STUD0462,27,Prefer not to say,Postgraduate,Medicine,Yes,6,1,No,Economics,Beginner,5,No,4,Medium,Yes,Neutral,No,South America,Yes
STUD0473,27,Prefer not to say,High School,Medicine,Yes,5,1,No,Economics,Intermediate,3,Yes,2,High,No,Negative,No,South America,No
STUD0481,27,Female,Postgraduate,Arts,Yes,8,4,No,Biology,Intermediate,4,No,1,Medium,Yes,Neutral,Yes,Europe,No
STUD0494,27,Prefer not to say,High School,Medicine,No,10,2,No,Biology,Advanced,1,Yes,4,Low,No,Negative,Yes,Africa,Yes
STUD0516,27,Prefer not to say,Postgraduate,Education,No,0,4,Yes,History,Beginner,1,No,5,High,Yes,Negative,Yes,North America,Yes
STUD0545,27,Female,High School,Science,Yes,3,2,Yes,Biology,Beginner,1,No,2,Low,No,Negative,Yes,Asia,No
STUD0561,27,Non-binary,High School,Business,Yes,7,1,Yes,Computer Science,Beginner,4,Yes,2,Medium,Yes,Neutral,No,Asia,No
STUD0562,27,Non-binary,Undergraduate,Medicine,Yes,5,3,No,Computer Science,Advanced,1,No,2,Low,No,Negative,No,South America,Yes
STUD0572,27,Male,Postgraduate,Education,Yes,0,5,Yes,Economics,Beginner,4,No,1,Medium,No,Neutral,No,Africa,No
STUD0601,27,Non-binary,High School,Education,No,9,4,Yes,Art,Intermediate,2,Yes,2,High,Yes,Neutral,Yes,South America,No
STUD0640,27,Female,High School,Business,Yes,10,4,Yes,Biology,Advanced,1,Yes,1,Medium,Yes,Positive,Yes,North America,No
STUD0644,27,Male,Undergraduate,Law,Yes,4,2,Yes,Math,Advanced,1,No,4,Medium,Yes,Negative,No,South America,No
STUD0672,27,Female,Postgraduate,Arts,Yes,3,3,Yes,Economics,Advanced,5,No,1,High,No,Positive,No,North America,No
STUD0675,27,Female,Undergraduate,Science,No,8,5,No,Biology,Intermediate,5,Yes,3,Low,No,Neutral,No,South America,No
STUD0678,27,Prefer not to say,Undergraduate,Education,Yes,9,1,Yes,Economics,Intermediate,1,Yes,2,Low,Yes,Positive,No,Africa,No
STUD0684,27,Female,Undergraduate,Arts,Yes,10,4,No,Biology,Advanced,1,Yes,3,High,Yes,Positive,Yes,Africa,No
STUD0697,27,Female,Undergraduate,Education,Yes,5,2,Yes,Computer Science,Advanced,5,Yes,1,Low,Yes,Neutral,No,Europe,No
STUD0708,27,Female,High School,Medicine,Yes,7,2,Yes,Math,Advanced,2,No,1,Medium,Yes,Negative,No,North America,Yes
STUD0745,27,Prefer not to say,Undergraduate,Business,Yes,9,1,Yes,Biology,Intermediate,5,Yes,4,High,No,Negative,No,Oceania,No
STUD0762,27,Female,Postgraduate,Medicine,Yes,3,2,No,Art,Beginner,3,No,3,Medium,No,Neutral,No,Oceania,No
STUD0804,27,Prefer not to say,Undergraduate,Science,Yes,1,2,Yes,Math,Advanced,5,No,2,High,Yes,Positive,Yes,South America,No
STUD0807,27,Prefer not to say,Postgraduate,Science,Yes,5,3,Yes,Art,Intermediate,3,No,4,Medium,No,Positive,Yes,Oceania,Yes
STUD0815,27,Prefer not to say,High School,Science,Yes,4,1,Yes,Art,Advanced,4,Yes,5,High,Yes,Neutral,No,Africa,No
STUD0821,27,Non-binary,Postgraduate,Education,Yes,4,2,No,Economics,Intermediate,4,No,4,High,No,Negative,No,Europe,Yes
STUD0839,27,Prefer not to say,Postgraduate,Engineering,No,9,2,Yes,Economics,Beginner,5,No,2,Medium,No,Neutral,Yes,South America,No
STUD0879,27,Female,Undergraduate,Engineering,Yes,4,4,Yes,Economics,Beginner,1,Yes,4,Medium,Yes,Positive,Yes,Africa,No
STUD0901,27,Non-binary,Undergraduate,Education,No,6,5,No,Biology,Beginner,4,Yes,3,High,No,Negative,Yes,Asia,No
STUD0926,27,Female,High School,Medicine,No,10,4,No,History,Advanced,5,No,4,High,Yes,Positive,No,Asia,No
STUD0934,27,Non-binary,Undergraduate,Science,Yes,4,2,No,History,Beginner,1,Yes,4,High,Yes,Neutral,Yes,Oceania,No
STUD0940,27,Female,High School,Business,Yes,6,4,No,Math,Advanced,3,No,4,Low,No,Neutral,Yes,North America,Yes
STUD0946,27,Prefer not to say,High School,Arts,Yes,4,4,No,Art,Beginner,3,No,3,Medium,No,Negative,Yes,Asia,Yes
STUD0984,27,Female,High School,Education,Yes,3,4,No,Physics,Advanced,2,No,1,High,No,Positive,Yes,North America,Yes
STUD1017,27,Male,Postgraduate,Arts,Yes,1,3,Yes,Biology,Beginner,2,No,4,Low,No,Negative,No,South America,No
STUD1022,27,Male,Postgraduate,Law,No,3,5,No,Biology,Intermediate,5,Yes,5,High,Yes,Negative,Yes,Asia,Yes
STUD1028,27,Female,High School,Engineering,No,7,4,Yes,Computer Science,Intermediate,5,No,4,Low,Yes,Neutral,No,Oceania,Yes
STUD1077,27,Female,High School,Medicine,No,3,3,Yes,Computer Science,Advanced,3,No,4,Medium,Yes,Negative,No,North America,Yes
